season,event,session,team,driver,fastest_laptime
2018,09_02Mza,P1,Toro Rosso,HAR,95.024
2018,09_02Mza,P1,Haas,GRO,97.683
2018,09_02Mza,P1,Haas,MAG,97.066
2018,09_02Mza,P1,McLaren,NOR,98.282
2018,09_02Mza,P1,McLaren,ALO,97.426
2018,09_02Mza,P1,Sauber,ERI,97.79
2018,09_02Mza,P1,Sauber,LEC,96.648
2018,09_02Mza,P2,Mercedes AMG,HAM,81.392
2018,09_02Mza,P2,Mercedes AMG,BOT,81.803
2018,09_02Mza,P2,Ferrari,VET,81.105
2018,09_02Mza,P2,Ferrari,RAI,81.375
2018,09_02Mza,P2,Red Bull,RIC,82.296
2018,09_02Mza,P2,Red Bull,VER,82.154
2018,09_02Mza,P2,Force India,PER,82.942
2018,09_02Mza,P2,Force India,OCO,82.93
2018,09_02Mza,P2,Williams,STR,83.566
2018,09_02Mza,P2,Williams,SIR,83.514
2018,09_02Mza,P2,Renault,HUL,83.063
2018,09_02Mza,P2,Renault,SAI,83.193
2018,09_02Mza,P2,Toro Rosso,GAS,83.402
2018,09_02Mza,P2,Toro Rosso,HAR,83.531
2018,09_02Mza,P2,Haas,GRO,83.077
2018,09_02Mza,P2,Haas,MAG,83.233
2018,09_02Mza,P2,McLaren,VAN,84.084
2018,09_02Mza,P2,McLaren,ALO,83.741
2018,09_02Mza,P2,Sauber,ERI,NULL
2018,09_02Mza,P2,Sauber,LEC,82.965
2018,09_02Mza,P3,Mercedes AMG,HAM,80.59
2018,09_02Mza,P3,Mercedes AMG,BOT,81.112
2018,09_02Mza,P3,Ferrari,VET,80.509
2018,09_02Mza,P3,Ferrari,RAI,80.682
2018,09_02Mza,P3,Red Bull,RIC,82.31
2018,09_02Mza,P3,Red Bull,VER,81.388
2018,09_02Mza,P3,Force India,PER,82.486
2018,09_02Mza,P3,Force India,OCO,82.055
2018,09_02Mza,P3,Williams,STR,82.86
2018,09_02Mza,P3,Williams,SIR,82.778
2018,09_02Mza,P3,Renault,HUL,83.149
2018,09_02Mza,P3,Renault,SAI,82.737
2018,09_02Mza,P3,Toro Rosso,GAS,82.631
2018,09_02Mza,P3,Toro Rosso,HAR,83.164
2018,09_02Mza,P3,Haas,GRO,82.357
2018,09_02Mza,P3,Haas,MAG,82.011
2018,09_02Mza,P3,McLaren,VAN,82.987
2018,09_02Mza,P3,McLaren,ALO,82.892
2018,09_02Mza,P3,Sauber,ERI,82.882
2018,09_02Mza,P3,Sauber,LEC,82.313
2018,09_02Mza,Qu,Mercedes AMG,HAM,80.81
2018,09_02Mza,Qu,Mercedes AMG,BOT,81.381
2018,09_02Mza,Qu,Ferrari,VET,80.542
2018,09_02Mza,Qu,Ferrari,RAI,80.722
2018,09_02Mza,Qu,Red Bull,RIC,81.28
2018,09_02Mza,Qu,Red Bull,VER,81.381
2018,09_02Mza,Qu,Force India,PER,81.888
2018,09_02Mza,Qu,Force India,OCO,81.57
2018,09_02Mza,Qu,Williams,STR,81.838
2018,09_02Mza,Qu,Williams,SIR,81.813
2018,09_02Mza,Qu,Renault,HUL,81.801
2018,09_02Mza,Qu,Renault,SAI,81.732
2018,09_02Mza,Qu,Toro Rosso,GAS,81.834
2018,09_02Mza,Qu,Toro Rosso,HAR,81.934
2018,09_02Mza,Qu,Haas,GRO,81.887
2018,09_02Mza,Qu,Haas,MAG,81.783
2018,09_02Mza,Qu,McLaren,VAN,82.085
2018,09_02Mza,Qu,McLaren,ALO,81.85
2018,09_02Mza,Qu,Sauber,ERI,82.048
2018,09_02Mza,Qu,Sauber,LEC,81.889
2018,09_02Mza,Race,Mercedes AMG,HAM,82.497
2018,09_02Mza,Race,Mercedes AMG,BOT,82.907
2018,09_02Mza,Race,Ferrari,VET,82.505
2018,09_02Mza,Race,Ferrari,RAI,83.515
2018,09_02Mza,Race,Red Bull,RIC,85.229
2018,09_02Mza,Race,Red Bull,VER,83.609
2018,09_02Mza,Race,Force India,PER,83.529
2018,09_02Mza,Race,Force India,OCO,84.179
2018,09_02Mza,Race,Williams,STR,84.58
2018,09_02Mza,Race,Williams,SIR,83.768
2018,09_02Mza,Race,Renault,HUL,84.059
2018,09_02Mza,Race,Renault,SAI,84.056
2018,09_02Mza,Race,Toro Rosso,GAS,84.767
2018,09_02Mza,Race,Toro Rosso,HAR,NULL
2018,09_02Mza,Race,Haas,GRO,84.243
2018,09_02Mza,Race,Haas,MAG,85.692
2018,09_02Mza,Race,McLaren,VAN,84.772
2018,09_02Mza,Race,McLaren,ALO,87.009
2018,09_02Mza,Race,Sauber,ERI,83.768
2018,09_02Mza,Race,Sauber,LEC,84.504
2018,09_02Mza,Q2,Mercedes AMG,HAM,79.798
2018,09_02Mza,Q2,Mercedes AMG,BOT,80.427
2018,09_02Mza,Q2,Ferrari,VET,79.629
2018,09_02Mza,Q2,Ferrari,RAI,79.846
2018,09_02Mza,Q2,Red Bull,VER,80.333
2018,09_02Mza,Q2,Force India,OCO,81.315
2018,09_02Mza,Q2,Williams,STR,81.494
2018,09_02Mza,Q2,Williams,SIR,81.732
2018,09_02Mza,Q2,Renault,HUL,NULL
2018,09_02Mza,Q2,Renault,SAI,81.552
2018,09_02Mza,Q2,Toro Rosso,GAS,81.667
2018,09_02Mza,Q2,Haas,GRO,81.239
2018,09_02Mza,Q2,Haas,MAG,81.669
2018,09_02Mza,Q2,McLaren,ALO,82.568
2018,09_02Mza,Q2,Red Bull,RIC,NULL
2018,09_02Mza,Q3,Mercedes AMG,HAM,79.294
2018,09_02Mza,Q3,Mercedes AMG,BOT,79.656
2018,09_02Mza,Q3,Ferrari,VET,79.28
2018,09_02Mza,Q3,Ferrari,RAI,79.119
2018,09_02Mza,Q3,Red Bull,VER,80.615
2018,09_02Mza,Q3,Force India,OCO,81.099
2018,09_02Mza,Q3,Williams,STR,81.627
2018,09_02Mza,Q3,Renault,SAI,81.041
2018,09_02Mza,Q3,Toro Rosso,GAS,81.35
2018,09_02Mza,Q3,Haas,GRO,80.936
2018,09_16Sgp,P1,Mercedes AMG,HAM,101.232
2018,09_16Sgp,P1,Mercedes AMG,BOT,101.429
2018,09_16Sgp,P1,Ferrari,VET,99.997
2018,09_16Sgp,P1,Ferrari,RAI,100.486
2018,09_16Sgp,P1,Red Bull,RIC,99.711
2018,09_16Sgp,P1,Red Bull,VER,99.912
2018,09_16Sgp,P1,Force India,PER,102.412
2018,09_16Sgp,P1,Force India,OCO,103.177
2018,09_16Sgp,P1,Williams,STR,103.849
2018,09_16Sgp,P1,Williams,SIR,104.036
2018,09_16Sgp,P1,Renault,HUL,101.105
2018,09_16Sgp,P1,Renault,SAI,101.329
2018,09_16Sgp,P1,Toro Rosso,GAS,103.24
2018,09_16Sgp,P1,Toro Rosso,HAR,103.485
2018,09_16Sgp,P1,Haas,GRO,102.108
2018,09_16Sgp,P1,Haas,MAG,102.452
2018,09_16Sgp,P1,McLaren,VAN,105.16
2018,09_16Sgp,P1,McLaren,ALO,102.63
2018,09_16Sgp,P1,Sauber,ERI,102.408
2018,09_16Sgp,P1,Sauber,LEC,102.035
2018,09_16Sgp,P2,Mercedes AMG,HAM,98.71
2018,09_16Sgp,P2,Mercedes AMG,BOT,99.368
2018,09_16Sgp,P2,Ferrari,VET,100.633
2018,09_16Sgp,P2,Ferrari,RAI,98.699
2018,09_16Sgp,P2,Red Bull,RIC,99.309
2018,09_16Sgp,P2,Red Bull,VER,99.221
2018,09_16Sgp,P2,Force India,PER,100.774
2018,09_16Sgp,P2,Force India,OCO,100.87
2018,09_16Sgp,P2,Williams,STR,102.141
2018,09_16Sgp,P2,Williams,SIR,102.181
2018,09_16Sgp,P2,Renault,HUL,100.668
2018,09_16Sgp,P2,Renault,SAI,100.274
2018,09_16Sgp,P2,Toro Rosso,GAS,101.615
2018,09_16Sgp,P2,Toro Rosso,HAR,101.542
2018,09_16Sgp,P2,Haas,GRO,100.384
2018,09_16Sgp,P2,Haas,MAG,101.154
2018,09_16Sgp,P2,McLaren,VAN,101.164
2018,09_16Sgp,P2,McLaren,ALO,100.459
2018,09_16Sgp,P2,Sauber,ERI,100.812
2018,09_16Sgp,P2,Sauber,LEC,101.062
2018,09_16Sgp,P3,Mercedes AMG,HAM,98.558
2018,09_16Sgp,P3,Mercedes AMG,BOT,98.603
2018,09_16Sgp,P3,Ferrari,VET,98.054
2018,09_16Sgp,P3,Ferrari,RAI,98.416
2018,09_16Sgp,P3,Red Bull,RIC,99.186
2018,09_16Sgp,P3,Red Bull,VER,99.265
2018,09_16Sgp,P3,Force India,PER,100.231
2018,09_16Sgp,P3,Force India,OCO,100.073
2018,09_16Sgp,P3,Williams,STR,102.22
2018,09_16Sgp,P3,Williams,SIR,101.884
2018,09_16Sgp,P3,Renault,HUL,100.45
2018,09_16Sgp,P3,Renault,SAI,100.591
2018,09_16Sgp,P3,Toro Rosso,GAS,100.686
2018,09_16Sgp,P3,Toro Rosso,HAR,101.562
2018,09_16Sgp,P3,Haas,GRO,99.747
2018,09_16Sgp,P3,Haas,MAG,100.559
2018,09_16Sgp,P3,McLaren,VAN,100.798
2018,09_16Sgp,P3,McLaren,ALO,100.254
2018,09_16Sgp,P3,Sauber,ERI,101.953
2018,09_16Sgp,P3,Sauber,LEC,100.915
2018,09_16Sgp,Qu,Mercedes AMG,HAM,99.403
2018,09_16Sgp,Qu,Mercedes AMG,BOT,99.291
2018,09_16Sgp,Qu,Ferrari,VET,98.218
2018,09_16Sgp,Qu,Ferrari,RAI,98.534
2018,09_16Sgp,Qu,Red Bull,RIC,98.153
2018,09_16Sgp,Qu,Red Bull,VER,98.751
2018,09_16Sgp,Qu,Force India,PER,98.814
2018,09_16Sgp,Qu,Force India,OCO,98.912
2018,09_16Sgp,Qu,Williams,STR,101.334
2018,09_16Sgp,Qu,Williams,SIR,101.263
2018,09_16Sgp,Qu,Renault,HUL,98.932
2018,09_16Sgp,Qu,Renault,SAI,99.103
2018,09_16Sgp,Qu,Toro Rosso,GAS,99.614
2018,09_16Sgp,Qu,Toro Rosso,HAR,99.809
2018,09_16Sgp,Qu,Haas,GRO,98.685
2018,09_16Sgp,Qu,Haas,MAG,99.644
2018,09_16Sgp,Qu,McLaren,VAN,99.864
2018,09_16Sgp,Qu,McLaren,ALO,99.022
2018,09_16Sgp,Qu,Sauber,ERI,99.366
2018,09_16Sgp,Qu,Sauber,LEC,99.206
2018,09_16Sgp,Race,Mercedes AMG,HAM,102.913
2018,09_16Sgp,Race,Mercedes AMG,BOT,104.72
2018,09_16Sgp,Race,Ferrari,VET,104.669
2018,09_16Sgp,Race,Ferrari,RAI,104.715
2018,09_16Sgp,Race,Red Bull,RIC,103.12
2018,09_16Sgp,Race,Red Bull,VER,103.345
2018,09_16Sgp,Race,Force India,PER,105.389
2018,09_16Sgp,Race,Force India,OCO,NULL
2018,09_16Sgp,Race,Williams,STR,106.033
2018,09_16Sgp,Race,Williams,SIR,105.902
2018,09_16Sgp,Race,Renault,HUL,106.093
2018,09_16Sgp,Race,Renault,SAI,105.211
2018,09_16Sgp,Race,Toro Rosso,GAS,106.063
2018,09_16Sgp,Race,Toro Rosso,HAR,104.889
2018,09_16Sgp,Race,Haas,GRO,105.904
2018,09_16Sgp,Race,Haas,MAG,101.905
2018,09_16Sgp,Race,McLaren,VAN,105.555
2018,09_16Sgp,Race,McLaren,ALO,103.164
2018,09_16Sgp,Race,Sauber,ERI,105.169
2018,09_16Sgp,Race,Sauber,LEC,105.203
2018,09_16Sgp,Q2,Mercedes AMG,HAM,97.344
2018,09_16Sgp,Q2,Mercedes AMG,BOT,97.254
2018,09_16Sgp,Q2,Ferrari,VET,97.876
2018,09_16Sgp,Q2,Ferrari,RAI,97.194
2018,09_16Sgp,Q2,Red Bull,RIC,97.406
2018,09_16Sgp,Q2,Red Bull,VER,97.214
2018,09_16Sgp,Q2,Force India,PER,98.342
2018,09_16Sgp,Q2,Force India,OCO,98.534
2018,09_16Sgp,Q2,Renault,HUL,98.45
2018,09_16Sgp,Q2,Renault,SAI,98.716
2018,09_16Sgp,Q2,Toro Rosso,GAS,99.691
2018,09_16Sgp,Q2,Haas,GRO,98.367
2018,09_16Sgp,Q2,McLaren,ALO,98.641
2018,09_16Sgp,Q2,Sauber,ERI,99.453
2018,09_16Sgp,Q2,Sauber,LEC,98.747
2018,09_16Sgp,Q3,Mercedes AMG,HAM,96.015
2018,09_16Sgp,Q3,Mercedes AMG,BOT,96.702
2018,09_16Sgp,Q3,Ferrari,VET,96.628
2018,09_16Sgp,Q3,Ferrari,RAI,96.794
2018,09_16Sgp,Q3,Red Bull,RIC,96.996
2018,09_16Sgp,Q3,Red Bull,VER,96.334
2018,09_16Sgp,Q3,Force India,PER,97.985
2018,09_16Sgp,Q3,Force India,OCO,98.365
2018,09_16Sgp,Q3,Renault,HUL,98.588
2018,09_16Sgp,Q3,Haas,GRO,98.32
2018,09_30Soc,P1,Mercedes AMG,HAM,94.818
2018,09_30Soc,P1,Mercedes AMG,BOT,94.999
2018,09_30Soc,P1,Ferrari,VET,94.488
2018,09_30Soc,P1,Ferrari,RAI,95.696
2018,09_30Soc,P1,Red Bull,RIC,95.524
2018,09_30Soc,P1,Red Bull,VER,94.538
2018,09_30Soc,P1,Force India,LAT,97.206
2018,09_30Soc,P1,Force India,OCO,95.663
2018,09_30Soc,P1,Williams,STR,99.137
2018,09_30Soc,P1,Williams,SIR,97.225
2018,09_30Soc,P1,Renault,HUL,96.274
2018,09_30Soc,P1,Renault,MAR,97.183
2018,09_30Soc,P1,Toro Rosso,GAS,96.944
2018,09_30Soc,P1,Toro Rosso,HAR,97.944
2018,09_30Soc,P1,Haas,GRO,96.816
2018,09_30Soc,P1,Haas,MAG,96.196
2018,09_30Soc,P1,McLaren,VAN,97.187
2018,09_30Soc,P1,McLaren,NOR,97.022
2018,09_30Soc,P1,Sauber,GIO,96.712
2018,09_30Soc,P1,Sauber,LEC,97.054
2018,09_30Soc,P2,Mercedes AMG,HAM,93.385
2018,09_30Soc,P2,Mercedes AMG,BOT,93.584
2018,09_30Soc,P2,Ferrari,VET,93.928
2018,09_30Soc,P2,Ferrari,RAI,94.388
2018,09_30Soc,P2,Red Bull,RIC,93.844
2018,09_30Soc,P2,Red Bull,VER,93.827
2018,09_30Soc,P2,Force India,PER,95.122
2018,09_30Soc,P2,Force India,OCO,95.147
2018,09_30Soc,P2,Williams,STR,97.001
2018,09_30Soc,P2,Williams,SIR,96.861
2018,09_30Soc,P2,Renault,HUL,95.568
2018,09_30Soc,P2,Renault,SAI,95.341
2018,09_30Soc,P2,Toro Rosso,GAS,95.137
2018,09_30Soc,P2,Toro Rosso,HAR,96.024
2018,09_30Soc,P2,Haas,GRO,95.911
2018,09_30Soc,P2,Haas,MAG,95.331
2018,09_30Soc,P2,McLaren,VAN,96.617
2018,09_30Soc,P2,McLaren,ALO,96.074
2018,09_30Soc,P2,Sauber,ERI,95.295
2018,09_30Soc,P2,Sauber,LEC,95.432
2018,09_30Soc,P3,Mercedes AMG,HAM,93.067
2018,09_30Soc,P3,Mercedes AMG,BOT,93.321
2018,09_30Soc,P3,Ferrari,VET,93.667
2018,09_30Soc,P3,Ferrari,RAI,93.688
2018,09_30Soc,P3,Red Bull,RIC,94.394
2018,09_30Soc,P3,Red Bull,VER,93.937
2018,09_30Soc,P3,Force India,PER,94.916
2018,09_30Soc,P3,Force India,OCO,94.809
2018,09_30Soc,P3,Williams,STR,96.274
2018,09_30Soc,P3,Williams,SIR,96.071
2018,09_30Soc,P3,Renault,HUL,95.213
2018,09_30Soc,P3,Renault,SAI,94.988
2018,09_30Soc,P3,Toro Rosso,GAS,95.125
2018,09_30Soc,P3,Toro Rosso,HAR,96.033
2018,09_30Soc,P3,Haas,GRO,95.185
2018,09_30Soc,P3,Haas,MAG,94.82
2018,09_30Soc,P3,McLaren,VAN,96.597
2018,09_30Soc,P3,McLaren,ALO,96.992
2018,09_30Soc,P3,Sauber,ERI,95.37
2018,09_30Soc,P3,Sauber,LEC,94.628
2018,09_30Soc,Qu,Mercedes AMG,HAM,92.41
2018,09_30Soc,Qu,Mercedes AMG,BOT,92.964
2018,09_30Soc,Qu,Ferrari,VET,93.476
2018,09_30Soc,Qu,Ferrari,RAI,93.341
2018,09_30Soc,Qu,Red Bull,RIC,93.247
2018,09_30Soc,Qu,Red Bull,VER,93.048
2018,09_30Soc,Qu,Force India,PER,94.084
2018,09_30Soc,Qu,Force India,OCO,94.29
2018,09_30Soc,Qu,Williams,STR,96.437
2018,09_30Soc,Qu,Williams,SIR,95.612
2018,09_30Soc,Qu,Renault,HUL,94.655
2018,09_30Soc,Qu,Renault,SAI,94.626
2018,09_30Soc,Qu,Toro Rosso,GAS,94.383
2018,09_30Soc,Qu,Toro Rosso,HAR,95.037
2018,09_30Soc,Qu,Haas,GRO,94.022
2018,09_30Soc,Qu,Haas,MAG,94.078
2018,09_30Soc,Qu,McLaren,VAN,95.977
2018,09_30Soc,Qu,McLaren,ALO,95.504
2018,09_30Soc,Qu,Sauber,ERI,94.17
2018,09_30Soc,Qu,Sauber,LEC,93.924
2018,09_30Soc,Race,Mercedes AMG,HAM,95.916
2018,09_30Soc,Race,Mercedes AMG,BOT,95.861
2018,09_30Soc,Race,Ferrari,VET,95.99
2018,09_30Soc,Race,Ferrari,RAI,96.611
2018,09_30Soc,Race,Red Bull,RIC,96.345
2018,09_30Soc,Race,Red Bull,VER,96.283
2018,09_30Soc,Race,Force India,PER,98.3
2018,09_30Soc,Race,Force India,OCO,98.366
2018,09_30Soc,Race,Williams,STR,99.435
2018,09_30Soc,Race,Williams,SIR,99.838
2018,09_30Soc,Race,Renault,HUL,99.108
2018,09_30Soc,Race,Renault,SAI,99.731
2018,09_30Soc,Race,Toro Rosso,GAS,104.071
2018,09_30Soc,Race,Toro Rosso,HAR,105.852
2018,09_30Soc,Race,Haas,GRO,98.244
2018,09_30Soc,Race,Haas,MAG,98.015
2018,09_30Soc,Race,McLaren,VAN,99.922
2018,09_30Soc,Race,McLaren,ALO,99.59
2018,09_30Soc,Race,Sauber,ERI,97.931
2018,09_30Soc,Race,Sauber,LEC,98.107
2018,09_30Soc,Q2,Mercedes AMG,HAM,92.595
2018,09_30Soc,Q2,Mercedes AMG,BOT,92.744
2018,09_30Soc,Q2,Ferrari,VET,93.045
2018,09_30Soc,Q2,Ferrari,RAI,93.065
2018,09_30Soc,Q2,Force India,PER,93.923
2018,09_30Soc,Q2,Force India,OCO,93.596
2018,09_30Soc,Q2,Haas,GRO,93.517
2018,09_30Soc,Q2,Haas,MAG,93.747
2018,09_30Soc,Q2,Sauber,ERI,93.995
2018,09_30Soc,Q2,Sauber,LEC,93.488
2018,09_30Soc,Q2,Red Bull,VER,NULL
2018,09_30Soc,Q2,Red Bull,RIC,NULL
2018,09_30Soc,Q2,Toro Rosso,GAS,NULL
2018,09_30Soc,Q2,Renault,SAI,NULL
2018,09_30Soc,Q2,Renault,HUL,NULL
2018,09_30Soc,Q3,Mercedes AMG,HAM,91.532
2018,09_30Soc,Q3,Mercedes AMG,BOT,91.387
2018,09_30Soc,Q3,Ferrari,VET,91.943
2018,09_30Soc,Q3,Ferrari,RAI,92.237
2018,09_30Soc,Q3,Force India,PER,93.563
2018,04_15Sha,P1,Mercedes AMG,HAM,93.999
2018,04_15Sha,P1,Mercedes AMG,BOT,94.457
2018,04_15Sha,P1,Ferrari,VET,94.861
2018,04_15Sha,P1,Ferrari,RAI,94.358
2018,04_15Sha,P1,Red Bull,RIC,94.537
2018,04_15Sha,P1,Red Bull,VER,94.668
2018,04_15Sha,P1,Force India,PER,96.051
2018,04_15Sha,P1,Force India,OCO,96.351
2018,04_15Sha,P1,Williams,STR,97.277
2018,04_15Sha,P1,Williams,SIR,96.691
2018,04_15Sha,P1,Renault,HUL,95.8
2018,04_15Sha,P1,Renault,SAI,95.616
2018,04_15Sha,P1,Toro Rosso,GAS,96.037
2018,04_15Sha,P1,Toro Rosso,HAR,96.715
2018,04_15Sha,P1,Haas,GRO,95.718
2018,04_15Sha,P1,Haas,MAG,95.178
2018,04_15Sha,P1,McLaren,VAN,96.756
2018,04_15Sha,P1,McLaren,ALO,96.044
2018,04_15Sha,P1,Sauber,ERI,96.909
2018,04_15Sha,P1,Sauber,LEC,96.723
2018,04_15Sha,P2,Mercedes AMG,HAM,93.482
2018,04_15Sha,P2,Mercedes AMG,BOT,93.515
2018,04_15Sha,P2,Ferrari,VET,93.59
2018,04_15Sha,P2,Ferrari,RAI,93.489
2018,04_15Sha,P2,Red Bull,RIC,94.557
2018,04_15Sha,P2,Red Bull,VER,93.823
2018,04_15Sha,P2,Force India,PER,94.792
2018,04_15Sha,P2,Force India,OCO,94.874
2018,04_15Sha,P2,Williams,STR,97.147
2018,04_15Sha,P2,Williams,SIR,95.34
2018,04_15Sha,P2,Renault,HUL,94.313
2018,04_15Sha,P2,Renault,SAI,94.473
2018,04_15Sha,P2,Toro Rosso,GAS,94.849
2018,04_15Sha,P2,Toro Rosso,HAR,95.333
2018,04_15Sha,P2,Haas,GRO,96.471
2018,04_15Sha,P2,Haas,MAG,94.458
2018,04_15Sha,P2,McLaren,VAN,95.163
2018,04_15Sha,P2,McLaren,ALO,94.632
2018,04_15Sha,P2,Sauber,ERI,95.624
2018,04_15Sha,P2,Sauber,LEC,95.916
2018,04_15Sha,P3,Mercedes AMG,HAM,94.057
2018,04_15Sha,P3,Mercedes AMG,BOT,93.761
2018,04_15Sha,P3,Ferrari,VET,93.018
2018,04_15Sha,P3,Ferrari,RAI,93.469
2018,04_15Sha,P3,Red Bull,RIC,95.061
2018,04_15Sha,P3,Red Bull,VER,93.969
2018,04_15Sha,P3,Force India,PER,94.445
2018,04_15Sha,P3,Force India,OCO,94.456
2018,04_15Sha,P3,Williams,STR,95.375
2018,04_15Sha,P3,Williams,SIR,94.741
2018,04_15Sha,P3,Renault,HUL,94.841
2018,04_15Sha,P3,Renault,SAI,94.582
2018,04_15Sha,P3,Toro Rosso,GAS,95.079
2018,04_15Sha,P3,Toro Rosso,HAR,94.991
2018,04_15Sha,P3,Haas,GRO,95.756
2018,04_15Sha,P3,Haas,MAG,94.329
2018,04_15Sha,P3,McLaren,VAN,94.977
2018,04_15Sha,P3,McLaren,ALO,94.851
2018,04_15Sha,P3,Sauber,ERI,95.679
2018,04_15Sha,P3,Sauber,LEC,95.497
2018,04_15Sha,Qu,Mercedes AMG,HAM,93.283
2018,04_15Sha,Qu,Mercedes AMG,BOT,92.921
2018,04_15Sha,Qu,Ferrari,VET,92.171
2018,04_15Sha,Qu,Ferrari,RAI,92.474
2018,04_15Sha,Qu,Red Bull,RIC,93.877
2018,04_15Sha,Qu,Red Bull,VER,92.932
2018,04_15Sha,Qu,Force India,PER,93.464
2018,04_15Sha,Qu,Force India,OCO,93.585
2018,04_15Sha,Qu,Williams,STR,94.285
2018,04_15Sha,Qu,Williams,SIR,94.062
2018,04_15Sha,Qu,Renault,HUL,93.545
2018,04_15Sha,Qu,Renault,SAI,93.315
2018,04_15Sha,Qu,Toro Rosso,GAS,94.101
2018,04_15Sha,Qu,Toro Rosso,HAR,94.013
2018,04_15Sha,Qu,Haas,GRO,93.238
2018,04_15Sha,Qu,Haas,MAG,93.359
2018,04_15Sha,Qu,McLaren,VAN,93.824
2018,04_15Sha,Qu,McLaren,ALO,93.428
2018,04_15Sha,Qu,Sauber,ERI,94.914
2018,04_15Sha,Qu,Sauber,LEC,94.454
2018,04_15Sha,Race,Mercedes AMG,HAM,96.878
2018,04_15Sha,Race,Mercedes AMG,BOT,96.987
2018,04_15Sha,Race,Ferrari,VET,97.479
2018,04_15Sha,Race,Ferrari,RAI,96.456
2018,04_15Sha,Race,Red Bull,RIC,95.785
2018,04_15Sha,Race,Red Bull,VER,96.206
2018,04_15Sha,Race,Force India,PER,97.673
2018,04_15Sha,Race,Force India,OCO,97.985
2018,04_15Sha,Race,Williams,STR,98.5
2018,04_15Sha,Race,Williams,SIR,98.624
2018,04_15Sha,Race,Renault,HUL,96.881
2018,04_15Sha,Race,Renault,SAI,97.754
2018,04_15Sha,Race,Toro Rosso,GAS,98.367
2018,04_15Sha,Race,Toro Rosso,HAR,99.376
2018,04_15Sha,Race,Haas,GRO,97.41
2018,04_15Sha,Race,Haas,MAG,98.152
2018,04_15Sha,Race,McLaren,VAN,98.137
2018,04_15Sha,Race,McLaren,ALO,97.234
2018,04_15Sha,Race,Sauber,ERI,98.386
2018,04_15Sha,Race,Sauber,LEC,98.808
2018,09_30Soc,Q3,Force India,OCO,93.413
2018,09_30Soc,Q3,Haas,GRO,93.704
2018,09_30Soc,Q3,Haas,MAG,93.181
2018,09_30Soc,Q3,Sauber,ERI,95.196
2018,09_30Soc,Q3,Sauber,LEC,93.419
2018,10_07Suz,P1,Mercedes AMG,HAM,88.691
2018,10_07Suz,P1,Mercedes AMG,BOT,89.137
2018,10_07Suz,P1,Ferrari,VET,89.685
2018,10_07Suz,P1,Ferrari,RAI,89.627
2018,10_07Suz,P1,Red Bull,RIC,89.373
2018,10_07Suz,P1,Red Bull,VER,89.841
2018,10_07Suz,P1,Force India,PER,91.272
2018,10_07Suz,P1,Force India,OCO,90.591
2018,10_07Suz,P1,Williams,STR,91.508
2018,10_07Suz,P1,Williams,SIR,92.513
2018,10_07Suz,P1,Renault,HUL,91.418
2018,10_07Suz,P1,Renault,SAI,91.1
2018,10_07Suz,P1,Toro Rosso,GAS,91.073
2018,10_07Suz,P1,Toro Rosso,HAR,91.908
2018,10_07Suz,P1,Haas,GRO,90.814
2018,10_07Suz,P1,Haas,MAG,91.274
2018,10_07Suz,P1,McLaren,NOR,92.683
2018,10_07Suz,P1,McLaren,ALO,92.034
2018,10_07Suz,P1,Sauber,ERI,91.073
2018,10_07Suz,P1,Sauber,LEC,90.929
2018,10_07Suz,P2,Mercedes AMG,HAM,88.217
2018,10_07Suz,P2,Mercedes AMG,BOT,88.678
2018,10_07Suz,P2,Ferrari,VET,89.05
2018,10_07Suz,P2,Ferrari,RAI,89.498
2018,10_07Suz,P2,Red Bull,RIC,89.513
2018,10_07Suz,P2,Red Bull,VER,89.257
2018,10_07Suz,P2,Force India,PER,90.51
2018,10_07Suz,P2,Force India,OCO,90.035
2018,10_07Suz,P2,Williams,STR,91.215
2018,10_07Suz,P2,Williams,SIR,91.087
2018,10_07Suz,P2,Renault,HUL,90.644
2018,10_07Suz,P2,Renault,SAI,90.904
2018,10_07Suz,P2,Toro Rosso,GAS,90.795
2018,10_07Suz,P2,Toro Rosso,HAR,90.502
2018,10_07Suz,P2,Haas,GRO,90.44
2018,10_07Suz,P2,Haas,MAG,90.956
2018,10_07Suz,P2,McLaren,VAN,91.981
2018,10_07Suz,P2,McLaren,ALO,90.988
2018,10_07Suz,P2,Sauber,ERI,90.478
2018,10_07Suz,P2,Sauber,LEC,90.906
2018,10_07Suz,P3,Mercedes AMG,HAM,89.599
2018,10_07Suz,P3,Mercedes AMG,BOT,90.422
2018,10_07Suz,P3,Ferrari,VET,89.715
2018,10_07Suz,P3,Ferrari,RAI,90.054
2018,10_07Suz,P3,Red Bull,RIC,90.474
2018,10_07Suz,P3,Red Bull,VER,90.304
2018,10_07Suz,P3,Force India,PER,91.483
2018,10_07Suz,P3,Force India,OCO,91.088
2018,10_07Suz,P3,Williams,STR,92.201
2018,10_07Suz,P3,Williams,SIR,92.631
2018,10_07Suz,P3,Renault,HUL,92.224
2018,10_07Suz,P3,Renault,SAI,91.513
2018,10_07Suz,P3,Toro Rosso,GAS,93.105
2018,10_07Suz,P3,Toro Rosso,HAR,92.03
2018,10_07Suz,P3,Haas,GRO,91.636
2018,10_07Suz,P3,Haas,MAG,91.521
2018,10_07Suz,P3,McLaren,VAN,93.034
2018,10_07Suz,P3,McLaren,ALO,92.608
